Position,Artist Name,Song Name,Days,Total Streams
2991,JACKBOYS,GANG GANG,21,8809629
2992,DJ Khaled,Shining,47,8801675
2993,The Weeknd,Here We Go… Again,18,8799856
2994,Pharrell Williams,Just A Cloud Away,26,8794549
2995,A Boogie Wit da Hoodie,Reply,22,8788455
2996,Kendrick Lamar,Mr. Morale,14,8787790
2997,Tyga,Dip,31,8778081
2998,Chloe x Halle,Do It,35,8777920
2999,Carly Pearce,I Hope You’re Happy Now,40,8759463
3000,Florida Georgia Line,Sippin’ On Fire,86,8756616
3001,Logic,Perfect,21,8729409
3002,Jake Owen,American Country Love Song,67,8725346
3003,XXXTENTACION,Guardian angel,14,8721629
3004,One Direction,End of the Day,44,8712136
3005,J. Cole,Lion King On Ice,16,8711526
3006,Justin Bieber,Get Me,19,8709258
3007,Coldplay,Magic,121,8695738
3008,Hozier,Someone New,94,8689221
3009,Beyoncé,I'M THAT GIRL,19,8688324
3010,Ghost Town DJs,My Boo  Hitman's Club Mix,49,8688048
3011,Logic,Confessions of a Dangerous Mind,22,8681277
3012,Lee Brice,Drinking Class,122,8680113
3013,The Kid LAROI,WITHOUT YOU,21,8671496
3014,Juice WRLD,Real Shit,21,8670421
3015,N.E.R.D,Lemon,34,8664745
3016,Logic,Wassup,21,8663005
3017,The Weeknd,Love To Lay,27,8659148
3018,NLE Choppa,Shotta Flow,34,8655600
3019,Ariana Grande,my hair,21,8650484
3020,Jess Glynne,Hold My Hand,82,8640568
3021,Capital Cities,Safe And Sound,124,8634214
3022,Justin Bieber,Unstable,20,8632317
3023,5 Seconds of Summer,Lie To Me,30,8618376
3024,Labrinth,All For Us,27,8615171
3025,PnB Rock,MIDDLE CHILD,29,8608291
3026,Kanye West,Every Hour,13,8594532
3027,Camila Cabello,Shameless,29,8592080
3028,Trinidad Cardona,Dinero,33,8579709
3029,Justin Bieber,Off My Face,21,8570847
3030,Nicki Minaj,Black Barbies,41,8567258
3031,OMI,Hula Hoop,75,8565299
3032,BTS,Make It Right,28,8562444
3033,KIDS SEE GHOSTS,Feel The Love,17,8561692
3034,Don Toliver,What You Need,28,8545895
3035,Katy Perry,Bon Appétit,30,8537072
3036,Wes Walker,Jordan Belfort,88,8530253
3037,Kanye West,Wolves,42,8513443
3038,Kygo,Like It Is,32,8506115
3039,Marshmello,Light It Up,26,8493901
3040,Cardi B,Money Bag,23,8476429
3041,Jorja Smith,I Am,25,8467665
3042,Jessie J,Flashlight,82,8465043
3043,J. Cole,c l o s e,14,8464233
3044,Eminem,Darkness,15,8453459
3045,Drake,A Keeper,13,8452277
3046,Morgan Wallen,More Surprised Than Me,26,8444957
3047,Eminem,Unaccommodating,15,8441936
3048,Trippie Redd,Under Enemy Arms,27,8425010
3049,Lil Wayne,Open Letter,14,8424701
3050,Juice WRLD,Flaws And Sins,24,8422210
3051,Old Dominion,Break Up with Him,91,8421060
3052,5 Seconds of Summer,Want You Back,29,8413550
3053,Blueface,Thotiana,27,8411540
3054,Ty Dolla $ign,Clout,33,8401695
3055,Justin Bieber,We Are,47,8398536
3056,Kelsea Ballerini,Peter Pan,65,8392710
3057,Liam Payne,Bedroom Floor,32,8363705
3058,The Pogues,Fairytale of New York,22,8351569
3059,Drake,F*****g Fans,14,8337639
3060,City Girls,Twerkulator,32,8331766
3061,Moneybagg Yo,Said Sum,35,8330978
3062,Big Sean,Bezerk,26,8319594
3063,Lil Yachty,One Night (Extended),61,8319106
3064,Meek Mill,On Me,19,8314866
3065,Disclosure,Magnets,66,8313605
3066,Noah Cyrus,Again,39,8305307
3067,Taylor Swift,Better Man (Taylor's Version) (From The Vault),14,8299968
3068,Ed Sheeran,Eraser,23,8292015
3069,Tee Grizzley,2 Vaults,31,8290622
3070,Ariana Grande,obvious,21,8282802
3071,Ella Fitzgerald,Frosty The Snowman,21,8280471
3072,Adele,Strangers By Nature,13,8270314
3073,The Weeknd,Losers,50,8268289
3074,Tori Kelly,Should’ve Been Us,73,8266712
3075,Panic! At The Disco,Emperor's New Clothes,57,8261368
3076,Juice WRLD,Sometimes,22,8259204
3077,Linkin Park,Heavy,35,8248011
3078,Machine Gun Kelly,emo girl,24,8241881
3079,XXXTENTACION,I don’t let go,15,8241320
3080,J Balvin,In Da Getto,31,8232659
3081,Kevin Gates,I Don't Get Tired (#IDGT),81,8229119
3082,Taylor Swift,Treacherous (Taylor's Version),13,8228272
3083,Rita Ora,Anywhere,40,8209245
3084,Zara Larsson,TG4M,43,8205931
3085,Pop Smoke,AP  Music from the film Boogie,28,8190773
3086,Travis Scott,MAFIA,16,8175614
3087,Eminem,The Monster,120,8165851
3088,21 Savage,1.5,25,8142890
3089,Drake,Star67,47,8138757
3090,Joji,Your Man,28,8137496
3091,Cardi B,She Bad,23,8121935
3092,Matoma,Old Thing Back,73,8115242
3093,Mac Miller,Hand Me Downs,14,8113888
3094,Florida Georgia Line,Anything Goes,91,8112692
3095,Big Sean,Pull Up N Wreck (With Metro Boomin),31,8109843
3096,Playboi Carti,Fell In Luv,35,8108259
3097,Lil Uzi Vert,Chrome Heart Tags,14,8104014
3098,Mac Miller,I Can See,13,8095550
3099,Drake,Demons,15,8094831
3100,Maluma,Corazón,38,8093826
3101,Ariana Grande,Let Me Love You,49,8088942
3102,Marshmello,Spotlight,29,8087582
3103,Kanye West,Only One,71,8082074
3104,Bebe Rexha,The Way I Are (Dance with Somebody),42,8078299
3105,Clinton Kane,CHICKEN TENDIES,30,8066568
3106,Logic,Yuck,19,8053931
3107,Beyoncé,ENERGY,22,8045563
3108,Mora,Volando  Remix,31,8043621
3109,Adele,Cry Your Heart Out,13,8043195
3110,Trey Songz,Nobody Else But You,49,8038909
3111,Trippie Redd,Rich MF,18,8035604
3112,Madison Beer,Hurts Like Hell,34,8031805
3113,Tory Lanez,Jerry Sprunger,23,8018263
3114,Adele,Set Fire to the Rain,52,8012344
3115,Eminem,Nice Guy,17,8012032
3116,Vance Joy,Mess Is Mine,95,7999465
3117,Desiigner,Outlet,37,7995082
3118,Joyner Lucas,I Love,33,7988988
3119,Blake Shelton,Came Here to Forget,63,7978647
3120,Michael Bublé,Jingle Bells,48,7967725
3121,Lil Nas X,Old Town Road  Remix,16,7955045
3122,Selena Gomez,Boyfriend,25,7953511
3123,Taylor Swift,closure,13,7946488
3124,James Newton Howard,The Hanging Tree,68,7942682
3125,Metro Boomin,Overdue,20,7932701
3126,ScHoolboy Q,Studio,105,7930738
3127,benny blanco,I Found You,27,7928970
3128,KYLE,Hey Julie!,28,7922944
3129,Lauv,Chasing Fire,32,7917360
3130,Selena Gomez,Me & The Rhythm,67,7915349
3131,Nipsey Hussle,Grinding All My Life,30,7911382
3132,Drake,I Guess It’s Fuck Me,12,7902833
3133,Nico & Vinz,In Your Arms,90,7901982
3134,Drake,Now & Forever,46,7898664
3135,Kanye West,Wash Us In The Blood,17,7892729
3136,Jhené Aiko,P*$$Y Fairy (OTW),28,7883160
3137,Kenshi Yonezu,KICK BACK,29,7883030
3138,Yeat,Flawlëss,26,7883008
3139,Machine Gun Kelly,Bad Things,41,7881618
3140,Elle King,Drunk (And I Don't Wanna Go Home),36,7880601
3141,Future,Jumpin on a Jet,24,7875619
3142,Metro Boomin,I Can't Save You (Interlude) [with Future & feat. Don Toliver],14,7874300
3143,Taylor Swift,Run,13,7869420
3144,21 Savage,Many Men,18,7868475
3145,Huncho Jack,Black & Chinese,25,7855035
3146,Taylor Swift,False God,16,7850096
3147,Lil Tjay,Brothers,31,7843214
3148,Don Toliver,Flocky Flocky,23,7797301
3149,Lil Nas X,DOLLA SIGN SLIME,16,7797163
3150,The Weeknd,Best Friends,16,7796076
3151,Kanye West,Hands On,13,7781634
3152,Bing Crosby,It's Beginning To Look A Lot Like Christmas,18,7778775
3153,Logic,Wizard Of Oz,19,7775504
3154,Bad Bunny,Bichiyal,18,7767086
3155,Lil Uzi Vert,Bust Me,14,7766574
3156,Selena Gomez,Feel Me,21,7761840
3157,Hugh Jackman,Come Alive,35,7761640
3158,Ellie Goulding,Burn,124,7759742
3159,Shawn Mendes,Like To Be You feat. Julia Michaels,32,7758886
3160,Luke Combs,Without You,26,7746072
3161,Adele,Love In The Dark,28,7745617
3162,Eli Young Band,Love Ain't,35,7742301
3163,Adele,To Be Loved,13,7739743
3164,Bo Burnham,Shit,32,7737367
3165,JACKBOYS,GATTI,23,7732711
3166,Beyoncé,COZY,17,7725012
3167,Lauv,Getting Over You,32,7714447
3168,Kendrick Lamar,Rich  Interlude,9,7706704
3169,Bing Crosby,Mele Kalikimaka (Merry Christmas),22,7700717
3170,Mac Miller,Complicated,13,7687137
3171,Ed Sheeran,Bibia Be Ye Ye,24,7676756
3172,NF,When I Grow Up,27,7662943
3173,Future,D4L,16,7660258
3174,Lorde,Team,115,7647321
3175,Machine Gun Kelly,ay!,23,7646419
3176,Lizzo,Tempo,33,7616482
3177,Drake,Calling My Name,12,7595404
3178,Taylor Swift,We Are Never Ever Getting Back Together (Taylor's Version),13,7589170
3179,Mac Miller,Hurt Feelings,21,7577414
3180,Shakira,Monotonía,24,7571267
3181,Lil Uzi Vert,UnFazed,27,7571186
3182,Shakira,Te Felicito,30,7558521
3183,Bing Crosby,The Little Drummer Boy,19,7539973
3184,Lil Baby,Not Finished,19,7537591
3185,Jeremy Zucker,you were good to me,35,7532907
3186,Billie Eilish,bitches broken hearts,32,7526772
3187,DJ Khaled,I DID IT,21,7524625
3188,Kanye West,Feedback,35,7492573
3189,The Chainsmokers,Do You Mean,27,7490687
3190,Kanye West,Keep My Spirit Alive,13,7488984
3191,Joji,Daylight,22,7484957
3192,Luke Combs,Six Feet Apart,27,7483977
3193,Machine Gun Kelly,DAYWALKER!,25,7483506
3194,Jason Derulo,Cheyenne,57,7476779
3195,Drake,Madonna,42,7476593
3196,Nat King Cole Trio,All I Want For Christmas (Is My Two Front Teeth)  Remastered,19,7473568
3197,Cash Cash,All My Love,37,7466960
3198,BTS,Yet To Come,17,7462911
3199,Hozier,Work Song,103,7461133
3200,Tory Lanez,The Take,33,7453591
3201,Metro Boomin,Feel The Fiyaaaah,14,7451371
3202,Ariana Grande,pete davidson,20,7449868
3203,Trippie Redd,Love Scars 3,21,7438635
3204,Wiz Khalifa,King of Everything,71,7434968
3205,Quality Control,Big Rocks (Offset feat. Young Thug),28,7424965
3206,Niall Horan,No Judgement,28,7424051
3207,Carly Rae Jepsen,Run Away With Me,65,7410209
3208,Don Toliver,Cardigan,22,7409165
3209,Dr. Dre,The Next Episode,25,7408055
3210,6ix9ine,RONDO,21,7392608
3211,Pharrell Williams,Happy,91,7391023
3212,Ariana Grande,goodnight n go,20,7390930
3213,Future,WIFI LIT,21,7377656
3214,A$AP Rocky,Electric Body,48,7377273
3215,T.I.,No Mediocre,98,7375764
3216,PnB Rock,I Like Girls,29,7374548
3217,Chris Brown,Loyal,113,7361146
3218,Sigala,Easy Love,61,7355933
3219,Lauv,Easy Love,34,7351713
3220,Kid Ink,Body Language,118,7340156
3221,Tech N9ne,Hood Go Crazy,83,7337879
3222,Tiësto,Don't Be Shy,33,7331300
3223,Young Stoner Life,Diamonds Dancing,20,7330415
3224,Kacey Musgraves,justified,21,7326605
3225,Lana Del Rey,Love,27,7315854
3226,James Arthur,Can I Be Him,37,7314871
3227,Ariana Grande,the light is coming,22,7312229
3228,Lana Del Rey,Lust for Life,26,7311437
3229,Kygo,Here for You,66,7302884
3230,Carpenters,Silent Night,19,7302712
3231,Drake,Currents,11,7299627
3232,Katy Perry,Small Talk,21,7297956
3233,Ed Sheeran,Save Myself,23,7291701
3234,Pop Smoke,Gangstas,21,7281938
3235,Lil Yachty,Get Dripped,21,7278487
3236,Ariana Grande,Last Christmas,25,7276708
3237,Conan Gray,People Watching,30,7269352
3238,J. Cole,Fire Squad,70,7262802
3239,Logic,The Return,22,7262410
3240,Lana Del Rey,Doin' Time,24,7261617
3241,Logic,BoomTrap Protocol,17,7258064
3242,Camila Cabello,Consequences  orchestra,26,7254768
3243,NLE Choppa,Final Warning,31,7252444
3244,Post Malone,Wasting Angels,15,7246367
3245,Michael Bublé,All I Want for Christmas Is You,62,7242714
3246,Zedd,Beautiful Now,59,7233468
3247,Drake,The Remorse,12,7228769
3248,Lil Wayne,Problems,13,7227361
3249,Post Malone,Lemon Tree,15,7226217
3250,50 Cent,In Da Club,30,7212722
3251,Perry Como,Here We Come aCaroling / We Wish You a Merry Christmas,19,7211100
3252,Conrad Sewell,Hold Me Up,61,7207050
3253,Daya,Words,42,7193653
3254,BLACKPINK,Bet You Wanna,19,7186746
3255,Taylor Swift,I Almost Do (Taylor's Version),13,7186116
3256,Gunna,RELENTLESS,24,7184801
3257,Mother Mother,Burning Pile,33,7179564
3258,21 Savage,Slidin,16,7176318
3259,Ty Dolla $ign,Wavy,60,7152792
3260,Joji,YEAH RIGHT,28,7135300
3261,Hugh Jackman,From Now On,33,7129500
3262,Gayla Peevey,I Want a Hippopotamus for Christmas (Hippo the Hero),15,7089645
3263,Kanye West,Jesus Lord,12,7082130
3264,Mac DeMarco,My Kind Of Woman,31,7079848
3265,Rockwell,Somebody's Watching Me,14,7075416
3266,Desiigner,Tiimmy Turner  Remix,45,7070798
3267,Kendrick Lamar,Crown,9,7068255
3268,Lil Baby,Live Off My Closet,14,7067209
3269,21 Savage,asmr,22,7066428
3270,Mac Miller,Come Back to Earth,20,7064707
3271,Marshmello,OK Not To Be OK,24,7061813
3272,Tayler Buono,Technically Single,36,7058610
3273,Ozuna,La Modelo,33,7057200
3274,Kid Cudi,Another Day,11,7043521
3275,Fetty Wap,Jugg,63,7039432
3276,Benson Boone,In The Stars,23,7036482
3277,Megan Thee Stallion,Plan B,21,7032482
3278,Skrillex,Don’t Go,21,7031200
3279,Suki Waterhouse,Good Looking,22,7030386
3280,M City JR,Addicted to My Ex,49,7028634
3281,Martin Garrix,Don't Look Down,56,7026837
3282,blink,182  Bored To Death,40,7018071
3283,Lil Pump,Drug Addicts,23,7017731
3284,Nessa Barrett,i hope ur miserable until ur dead,26,7012779
3285,Logic,Warm It Up,16,6999699
3286,Metro Boomin,Dreamcatcher,19,6993448
3287,XXXTENTACION,Orlando,24,6991353
3288,Justin Bieber,Honest,17,6991266
3289,21 Savage,3AM on Glenwood,11,6986835
3290,Adele,All Night Parking,13,6985895
3291,Mabel,Mad Love,28,6984545
3292,Polo G,GNF (OKOKOK),24,6974871
3293,Yeat,Rich Minion,20,6965369
3294,2 Chainz,Whip,19,6962085
3295,NF,CLOUDS,23,6947881
3296,Loote,High Without Your Love,39,6947609
3297,J. Cole,Snow On Tha Bluff,16,6947322
3298,Chance the Rapper,Smoke Break,44,6945155
3299,Bad Bunny,Soliá,16,6944359
3300,Monsieur Periné,Nuestra Canción,24,6938660
3301,BTS,ON,17,6932738
3302,Mac Miller,Woods,13,6930615
3303,Megan Thee Stallion,Don’t Stop,25,6906809
3304,Lil Yachty,Yacht Club,23,6905802
3305,Eminem,Em Calls Paul  Skit,13,6903697
3306,BlocBoy JB,Rover 2.0,28,6898786
3307,Morgan Wallen,Tennessee Fan,13,6897594
3308,Drake,Jungle,49,6895499
3309,Kanye West,New Again,12,6891489
3310,Lynyrd Skynyrd,Sweet Home Alabama,27,6886801
3311,Pusha T,If You Know You Know,20,6884959
3312,Post Malone,Insane,15,6883955
3313,Khalid,Self,19,6877607
3314,Carrie Underwood,Something in the Water,106,6872633
3315,YNW Melly,Mind of Melvin,23,6857077
3316,Migos,Supastars,18,6849599
3317,Billie Eilish,Lo Vas A Olvidar,17,6841727
3318,Rihanna,Consideration,50,6839671
3319,Drake,Time Flies,14,6838861
3320,Taylor Swift,Soon You’ll Get Better,14,6833678
3321,Lil Skies,Bad Girls,20,6832950
3322,BLACKPINK,Lovesick Girls,18,6821378
3323,Ab,Soul  Bloody Waters,21,6818033
3324,Kodak Black,Take One,17,6813799
3325,R3HAB,All Around The World (La La La),29,6813283
3326,Taylor Swift,The Last Time,13,6806875
3327,Ed Sheeran,Best Part of Me,18,6791414
3328,Lil Uzi Vert,Secure The Bag,13,6788157
3329,Pharrell Williams,Sangria Wine,22,6787476
3330,Thomas Rhett,Beer Can’t Fix,29,6783357
3331,Harry Styles,She,14,6777158
3332,Taylor Swift,Blank Space,28,6772902
3333,Taylor Swift,Stay Stay Stay (Taylor's Version),13,6771360
3334,Shawn Mendes,Summer of Love (Shawn Mendes & Tainy),21,6769563
3335,Madison Beer,Reckless,28,6766983
3336,Calvin Harris,Stay With Me,22,6764121
3337,Disney Characters,This Is Halloween,13,6761861
3338,Maroon 5,Help Me Out,27,6755839
3339,Quavo,LOSE IT,21,6753152
3340,Twenty One Pilots,Chlorine,22,6745948
3341,CORPSE,HOT DEMON B!TCHES NEAR U ! ! !,21,6743949
3342,A Boogie Wit da Hoodie,Beast Mode,32,6725402
3343,SALES,Pope Is a Rockstar,26,6723372
3344,Kendrick Lamar,Auntie Diaries,9,6720794
3345,Megan Thee Stallion,B.I.T.C.H.,19,6719384
3346,Jack Harlow,Face Of My City,22,6716321
3347,Lil Baby,Heyy,19,6707783
3348,Ariana Grande,west side,16,6706312
3349,Chris Janson,Buy Me a Boat,76,6704670
3350,Big Sean,Living Single,35,6704636
3351,Taylor Swift,Babe (Taylor's Version) (From The Vault),13,6695608
3352,Bebe Rexha,I'm Gonna Show You Crazy,71,6695475
3353,Justin Bieber,Trust,37,6695411
3354,Lil Wayne,Hittas,12,6691409
3355,Tyga,Girls Have Fun,24,6690813
3356,Fat Joe,All The Way Up (Remix),48,6683834
3357,Nicki Minaj,Yikes,19,6680369
3358,Lil Baby,Detox,20,6667618
3359,Drake,Desires,14,6659201
3360,Travis Scott,COFFEE BEAN,14,6657753
3361,J Balvin,No Es Justo,31,6657065
3362,Miley Cyrus,Angels Like You,21,6655190
3363,Kendrick Lamar,Mirror,11,6650338
3364,Russ,HANDSOMER,27,6650180
3365,KIDS SEE GHOSTS,Freeee (Ghost Town Pt. 2),11,6647333
3366,Dreamville,Sunset,20,6638688
3367,Lil Wayne,Believe Me,94,6626497
3368,XXXTENTACION,before I close my eyes,21,6624039
3369,Twenty One Pilots,Cancer,38,6618097
3370,Ed Sheeran,Overpass Graffiti,15,6613651
3371,Kanye West,Donda,11,6612289
3372,Lil Nas X,C7osure (You Like),18,6611965
3373,Brett Eldredge,Lose My Mind,74,6599148
3374,Lil Tjay,Hold On,28,6594692
3375,Taylor Swift,Everything Has Changed,14,6588759
3376,American Authors,Best Day Of My Life,88,6587611
3377,Khalid,Bad Luck,17,6587095
3378,Thomas Gold,Magic,37,6585848
3379,Katy Perry,Rise,42,6577410
3380,Mike WiLL Made,It  Nothing Is Promised,53,6576150
3381,Dillon Francis,Coming Over,53,6566791
3382,Beyoncé,SUMMER RENAISSANCE,14,6565029
3383,Bailey Zimmerman,Where It Ends,20,6558534
3384,ScHoolboy Q,THat Part  Black Hippy Remix,51,6556937
3385,Miley Cyrus,Plastic Hearts,24,6555700
3386,Rosa Walton,I Really Want to Stay at Your House,23,6538766
3387,Billie Eilish,Billie Bossa Nova,16,6534233
3388,Waka Flocka Flame,No Hands,32,6533539
3389,Why Don't We,Big Plans,29,6531972
3390,Adele,Woman Like Me,12,6525979
3391,Meek Mill,Blue Notes 2,22,6522477
3392,Baby Keem,durag activity,19,6520639
3393,Machine Gun Kelly,make up sex,19,6517102
3394,Troye Sivan,WILD,58,6516852
3395,Russell Dickerson,She Likes It,27,6510051
3396,Frank Ocean,In My Room,20,6501289
3397,Lil Wayne,Let It All Work Out,14,6492662
3398,Stan Kenton,Lonesome Train,18,6491218
3399,PARTYNEXTDOOR,Break from Toronto,25,6488141
3400,KIDS SEE GHOSTS,Cudi Montage,13,6483502
3401,Trippie Redd,The Grinch,25,6473354
3402,Julia Michaels,Uh Huh,34,6458831
3403,Sech,Relación  Remix,30,6457181
3404,Money Man,24,26,6454983
3405,Rita Ora,Girls,24,6451140
3406,J. Cole,everybody dies,31,6442993
3407,Billie Eilish,Oxytocin,15,6433796
3408,Ariana Grande,love language,15,6426584
3409,Khalid,Right Back,17,6425188
3410,Trippie Redd,Sleepy Hollow,22,6423238
3411,lovelytheband,broken,29,6421237
3412,KIDS SEE GHOSTS,Fire,12,6417561
3413,Mac Miller,Dang!,38,6414655
3414,Khalid,Vertigo,14,6407208
3415,Taylor Swift,Forever Winter (Taylor's Version) (From The Vault),13,6405264
3416,Lil Wayne,Open Safe,12,6404831
3417,Bazzi,No Way!,23,6396962
3418,DJ Drama,Wishing,49,6391988
3419,Demi Lovato,Sober,23,6388740
3420,Saweetie,Tap In,22,6386527
3421,Huncho Jack,Eye 2 Eye,20,6386506
3422,The Lumineers,Ho Hey,102,6386180
3423,Kendrick Lamar,Savior  Interlude,9,6380466
3424,The Weeknd,I Heard You’re Married,12,6362525
3425,Adele,Hold On,12,6361232
3426,Harry Styles,To Be So Lonely,13,6355344
3427,Mac Miller,Everybody,12,6352584
3428,Future,Thought It Was a Drought,66,6341927
3429,Juice WRLD,Anxiety  Intro,11,6337434
3430,Billie Eilish,Getting Older,15,6337096
3431,Chance the Rapper,Mixtape,36,6327740
3432,Mac Miller,Cinderella,41,6322566
3433,Missy Elliott,WTF (Where They From),53,6320355
3434,Yeat,Out thë way,20,6317439
3435,Lil Nas X,DEAD RIGHT NOW,14,6307634
3436,Kanye West,Come to Life,12,6304916
3437,Drake,30 for 30 Freestyle,44,6299342
3438,Justin Bieber,2 Much,15,6293187
3439,Bad Bunny,25/8,16,6285234
3440,Post Malone,Congratulations  Remix,30,6281504
3441,Fetty Wap,679,56,6267447
3442,Grey,I Miss You,32,6264590
3443,Fleetwood Mac,The Chain  2004 Remaster,27,6263753
3444,XXXTENTACION,what are you so afraid of,13,6260266
3445,Post Malone,I Cannot Be (A Sadder Song),13,6254244
3446,Beyoncé,VIRGO'S GROOVE,15,6252395
3447,Taylor Swift,Holy Ground (Taylor's Version),12,6249994
3448,Alessia Cara,Out Of Love,21,6233301
3449,Kendrick Lamar,untitled 07 | 2014  2016,27,6222163
3450,Mike Posner,Please Don't Go,25,6217971
3451,Joji,YUKON (INTERLUDE),15,6214933
3452,Lauv,Modern Loneliness,21,6206504
3453,Taylor Swift,Daylight,14,6201194
3454,Tony Bennett,O Christmas Tree,16,6194394
3455,Tyga,VACATION,14,6189355
3456,Yo Gotti,Law,48,6187717
3457,A Boogie Wit da Hoodie,Me and My Guitar,20,6182324
3458,Ariana Grande,Bad To You,17,6174911
3459,Migos,Give No Fxk,13,6148659
3460,Meghan Trainor,I'll Be Home,21,6143435
3461,Justin Bieber,Deserve You,15,6135863
